Name,Title,Betweenness Centrality,Closeness Centrality,Clustering Coefficient,Custom Menu Item Action,Custom Menu Item Text,Description,Eigenvector Centrality,Favorites,Followed,Followers,ID,Image File,In-Degree,Joined Twitter Date (UTC),Label,Layout Order,Location,louvain,Opacity,Out-Degree,PageRank,Reciprocated Vertex Pair Ratio,Shape,Size,Time Zone,Time Zone UTC Offset (Seconds),Tooltip,Tweets,Web,X,Y
bsonder,bsonder,397.613688,0.000574,0.264615384615385,http://twitter.com/bsonder,Open Twitter Page for This Person,"Lover of planet earth and all of it's creatures, human and non-human. Goal to end fracking & KeystonePipeline. Imho, NRA leaders are terrorists.",0.003053,1032,3495,3180,230,http://a0.twimg.com/profile_images/1419057103/SnowLeopardAvatar_normal.jpg,16,2/19/2009 11:25:22 PM,bsonder,89.5113751517244,"Close to Philadelphia, PA",2.0,99.7344127570963,23,0.861934,0.423076923076923,Image,214.790937842897,Eastern Time (US & Canada),-18000,"bsonder

RT @Mozi_N: What Could Have Been:
The Most Important Bills Blocked
By Republicans In 2012 http://t.co/lbimqDwh
#GOPMedicareKillers #p2 #tcot #FB
#My2K",77086,http://www.moonincancer.com,6947.78564453125,7386.2548828125
Maldrakes,Maldrakes,21.493917,0.000505,0.305147058823529,http://twitter.com/Maldrakes,Open Twitter Page for This Person,politically disgruntled-the time is now to enact change! PROMOTE SYNERGY- (definition of synergy -look it up),0.002138,57,1287,574,423,http://a0.twimg.com/profile_images/1325803082/image_normal.jpg,8,4/25/2011 2:47:41 PM,Maldrakes,16.976581552544,east coaster,2.0,99.9520606674759,17,0.605665,0.352941176470588,Image,48.6044019879946,Eastern Time (US & Canada),-18000,"Maldrakes

RT @Mozi_N: PLEASE DO THIS &gt;&gt;
Call Speaker Boehner The Tan-Man
1•202•225•0600 Tell Him #OBAMACARE,
#ACA Is The Law Of The Land &amp;
Is Here 2 Stay #My2K",3454,,6851.69775390625,7680.4541015625
1snafu2,1snafu2,82.162534,0.000552,0.464285714285714,http://twitter.com/1snafu2,Open Twitter Page for This Person,"North Carolinian living in Hawaii, Retired marketer and arts fundraiser, BA performing Arts. Very liberal. Opinions are my own.",0.004574,121,683,503,365,http://a0.twimg.com/profile_images/1285667447/SUNP0014_normal.JPG,22,3/24/2011 2:43:45 AM,1snafu2,15.0003841828042,"Hilo, Hawaii",2.0,99.9579904455407,28,0.860802,0.714285714285714,Image,44.0766797908733,,,"1snafu2

RT @Mozi_N: Ezra Klein Slams Boehner
for Pretending They Can Still Repeal
Obamacare http://t.co/4iAoRfxH
#GOPMedicareKillers #p2 #fb #OWS
#My2K",4457,,7172.21484375,7355.14306640625
Getsmart4,Getsmart4,3576.467866,0.000629,0.328042328042328,http://twitter.com/Getsmart4,Open Twitter Page for This Person,"Used to vote for the candidate. Now no choice but to vote party. I always root for the underdog. Well, almost always. #Forward.",0.003851,143,889,759,51,http://a0.twimg.com/profile_images/2193665691/K___L_NZ_normal.jpg,14,8/29/2011 10:02:23 PM,Getsmart4,22.1258282201757,"Boston, MA",2.0,99.9366098373069,26,0.885496,0.357142857142857,Image,60.4019879945782,Eastern Time (US & Canada),-18000,"Getsmart4

RT @Mozi_N: Republicans are only
interested in solving problems
we don't have http://t.co/2H18eUXH
#GOPMedicareKillers #p2 #p2b #tcot
#FB #My2K",16592,,8285.7138671875,6726.15087890625
MFL1956,MFL1956,47.967596,0.000547,0.3,http://twitter.com/MFL1956,Open Twitter Page for This Person,,0.00132,5421,513,520,385,http://a0.twimg.com/profile_images/1587835328/image_normal.jpg,9,10/14/2011 11:44:02 AM,MFL1956,15.4735582009109,,2.0,99.9565706395252,7,0.481468,0.272727272727273,Image,45.1607822887756,,,"MFL1956

RT @Mozi_N: The Republican Party
Resolves to Destroy Middle Class
Once and For All in 2013 http://t.co/gC0mO92i
#GOPMedicareKillers #p2 #p2b #FB
#My2K",38274,,8268.267578125,7983.38916015625
ak2sandiego,ak2sandiego,1293.200016,0.000607,0.243365253077975,http://twitter.com/ak2sandiego,Open Twitter Page for This Person,"Believe in being humane & compassionate. Love politics,writing,internet,planet earth. Single,grown kids,gorgeous grandkids. Author of Cougar of Spirit Lake.",0.009225,2656,4000,4008,126,http://a0.twimg.com/profile_images/2878338001/d42556ac776e6e6f9231682105ab3bbe_normal.png,79,3/23/2009 7:30:32 PM,ak2sandiego,112.557733210098,So Cal,2.0,99.6652598523402,57,2.371538,0.558139534883721,Image,267.593106564255,Pacific Time (US & Canada),-28800,"ak2sandiego

RT @Mozi_N: Cheney said "Reagan
proved deficits don't matter."
Currently supply-siders are in
full control of the Republican
party. #My2K #P2 #tcot",45684,https://www.ebookit.com/books/0000001329/Cougar-of-Spirit-Lake.html,7417.947265625,6346.7705078125
Kanaheik,Kanaheik,411.567624,0.000619,0.208602150537634,http://twitter.com/Kanaheik,Open Twitter Page for This Person,Christian father of four girls. conservative since I listened to Reagan speak. I try to alert the people I know about the danger of apathy. #TGDN,0.000103,394,1192,656,227,http://a0.twimg.com/profile_images/2832738988/5412ea2d91921297980e990f34320cb8_normal.jpeg,17,10/20/2012 4:47:35 AM,Kanaheik,19.2589503457645,Oregon,1.0,99.945212191401,32,1.254728,0.516129032258065,Image,53.8336022719938,Pacific Time (US & Canada),-28800,"Kanaheik

RT @Sanddragger: Massive Anti-Obama
Rally Planned for Inauguration
Day http://t.co/aQydFejG via @sharethis
#opslam #my2k",2659,,2843.11840820313,5554.62158203125
ShellyLazoff,ShellyLazoff,17.676241,0.000509,0.441176470588235,http://twitter.com/ShellyLazoff,Open Twitter Page for This Person,,0.002368,12,331,177,438,http://a0.twimg.com/profile_images/1623367685/image_normal.jpg,16,10/5/2009 2:40:21 PM,ShellyLazoff,5.9265765414639,,2.0,99.9852173138384,15,0.596767,0.705882352941177,Image,23.2874201252178,Pacific Time (US & Canada),-28800,"ShellyLazoff

RT @Mozi_N: The Republican Party
Resolves to Destroy Middle Class
Once and For All in 2013 http://t.co/gC0mO92i
#GOPMedicareKillers #p2 #p2b #FB
#My2K",7679,,6563.3935546875,5241.75537109375
OG_E_Supreme,OG_E_Supreme,310.492564,0.000561,0.339285714285714,http://twitter.com/OG_E_Supreme,Open Twitter Page for This Person,REPARATIONS FOR THE AFRICAN AMERICAN HOLOCAUST!!!      http://t.co/4XRlnVBa  #Independent4EconomicEquality #JusticeForTrayvon #SupremelySpiritual AntiReligious,0.006039,8372,1644,1606,252,http://a0.twimg.com/profile_images/3028757795/e269220bffe2dbf526dfb393b5f1fbd1_normal.jpeg,43,9/29/2011 8:45:45 PM,OG_E_Supreme,45.7010278281979,(312) Holy City (818) So~Cal,2.0,99.8658700905335,50,1.403824,0.857142857142857,Image,114.41580068418,Pacific Time (US & Canada),-28800,"OG_E_Supreme

RT @Mozi_N: G.W. Bush, in all modesty,
claimed he would "retire nearly
$1 trillion in debt over the next
four years. Did he! No, he added
6Tr. #My2K",17523,http://www.OG-E-Supreme.tumblr.com,8119.1171875,5308.3916015625
doodlebug0,doodlebug0,1619.606785,0.000589,0.355017006802721,http://twitter.com/doodlebug0,Open Twitter Page for This Person,"Teacher, horse/dog lover, politics. Will the last repug who leaves the party, please turn out the lights.",0.006241,298,1363,1709,104,http://a0.twimg.com/profile_images/1059658848/Flyby_normal,43,4/18/2009 3:52:33 PM,doodlebug0,48.5679057026091,United States,2.0,99.8572677364395,35,1.532231,0.551020408163265,Image,120.984186406764,Pacific Time (US & Canada),-28800,"doodlebug0

RT @Mozi_N: Beware of #ALEC's Agenda
of Corporations2Silently Change
America's Laws One State at a time!VoterID-RightToWork-Limit
Injury Claims #My2K",28387,,7312.10986328125,7083.46826171875
brokenwing2005,brokenwing2005,94.778343,0.000546,0.373684210526316,http://twitter.com/brokenwing2005,Open Twitter Page for This Person,"The HR Money Lady. HR Prof,enlightened progressive,zumba lover,yogini,jewelry designer,bookaholic,loyal friend,pet lover,writer #CTL",0.002871,6709,1246,1260,360,http://a0.twimg.com/profile_images/1324221045/DfLn7jpE_normal,16,1/10/2011 7:04:38 PM,brokenwing2005,36.070544871438,themotorcity,2.0,99.8947673188495,17,0.683787,0.55,Image,92.3511263151101,Eastern Time (US & Canada),-18000,"brokenwing2005

RT @Mozi_N: Call Speaker Boehner
The Tan-Man 1•202•225•0600 Tell
Him To Pass The #AmericanJobsAct,
The #InfrastructureBill,#Veteran's,#Farm'sBill.
#My2K",25189,http://thehrmoneylady.wordpress.com/,7577.61279296875,4192.89453125
abbyjo2001,abbyjo2001,13.949582,0.000537,0.476190476190476,http://twitter.com/abbyjo2001,Open Twitter Page for This Person,"Army brat, housewife and mother. Totally liberal and adore our President.",0.002475,24,482,443,447,http://a0.twimg.com/profile_images/719596419/Picture_3_normal.jpg,14,11/2/2008 1:59:46 PM,abbyjo2001,13.3303582365453,,2.0,99.9630015255955,13,0.552596,0.666666666666667,Image,40.25043568063,Central Time (US & Canada),-21600,"abbyjo2001

RT @Mozi_N: Republican National
Debt: $12 Trillion and Counting
http://t.co/eUW41Oyx #My2K #P2
#tcot #fb",9798,,7426.41552734375,7996.4892578125
kavn,kavn,22.079419,0.000545,0.32967032967033,http://twitter.com/kavn,Open Twitter Page for This Person,,0.001912,456,456,237,418,http://a0.twimg.com/profile_images/2966625291/8a70080d0154c296dc496161324a2c77_normal.jpeg,7,11/28/2008 9:05:34 PM,kavn,7.59660248772285,,2.0,99.9802062337836,15,0.525269,0.428571428571429,Image,27.1136642354612,Pacific Time (US & Canada),-28800,"kavn

RT @Mozi_N: @Dennis_Kucinich: “There's
an undercurrent of #violence in
our society that's becoming more
powerful" http://t.co/ldfAh5Ch
#ALEC #My2K",4324,,8174.2587890625,7552.693359375
p_staatz,p_staatz,1137.85783,0.000594,0.324275362318841,http://twitter.com/p_staatz,Open Twitter Page for This Person,Riding that thinking trail to a Greener Universe and enjoying the tunes!!,0.003116,84,3454,5060,141,http://a0.twimg.com/profile_images/130724877/Jolly_sJaneenSummer20089internet_normal.JPG,18,4/9/2009 5:54:16 PM,p_staatz,141.838854801171,Pacific North WEST,2.0,99.5773989153796,16,0.7829,0.333333333333333,Image,334.679919963855,Pacific Time (US & Canada),-28800,"p_staatz

RT @Mozi_N: Voodoo Economics-Voodoo
versus Republican: http://t.co/LMhvbTXJ
What is Supply-Side "Economics"
? #My2K #P2 #tcot #fb",140205,,7072.21337890625,7520.373046875
760david,760david,259.569776,0.000581,0.356382978723404,http://twitter.com/760david,Open Twitter Page for This Person,American! I believe that ALL People Were Created Equal! Register or check your registration to Vote http://www.gottavote.com Obama 2012,0.006118,1236,1977,1282,270,http://a0.twimg.com/profile_images/2786094784/4a6e6da1645d6bc338bfda50a45369fa_normal.jpeg,44,1/3/2012 1:39:18 PM,760david,36.6828877183996,Palm Springs,2.0,99.8929299228294,35,1.377533,0.604166666666667,Image,93.7540824888659,Pacific Time (US & Canada),-28800,"760david

RT @Mozi_N: During Bush Presidency,
Current GOP Leaders Voted 19 Times
To Increase Debt Limit By $4 Trillion
http://t.co/DNrefhFx #p2 #tcot
#FB #My2K",21365,,7117.56689453125,5047.97021484375
MichaelDOReilly,MichaelDOReilly,21.766725,0.000492,0.401098901098901,http://twitter.com/MichaelDOReilly,Open Twitter Page for This Person,"If you're Rich, Great job! But, How many Homes,Cars, do you need to have?  'Why is owning a Gun a RIGHT, & Healthcare a Privilege?'
RT's not endorsement.",0.001655,31,641,227,419,http://a0.twimg.com/profile_images/2819378755/7ba9529536e02c9b5e3af226c8a1a62d_normal.jpeg,11,11/3/2012 4:26:08 PM,MichaelDOReilly,7.31826483001303,,2.0,99.9810414137927,14,0.543917,0.642857142857143,Image,26.475956883754,Eastern Time (US & Canada),-18000,"MichaelDOReilly

RT @Mozi_N: During Bush Presidency,
Current GOP Leaders Voted 19 Times
To Increase Debt Limit By $4 Trillion
http://t.co/DNrefhFx #p2 #tcot
#FB #My2K",2335,http://www.replacements.com,6838.826171875,4107.78173828125
jhonololu,jhonololu,213.052821,0.000572,0.379365079365079,http://twitter.com/jhonololu,Open Twitter Page for This Person,"Proud liberal! Very Progressive! Freethinking! Believe in equality & justice 4 all. Love animals, especially dogs! The GOP can take a hike!",0.004883,45,2003,1347,289,http://a0.twimg.com/profile_images/2930556813/2d3156c2b19b2c1eb2e3b01391123d80_normal.jpeg,27,12/22/2011 2:19:00 AM,jhonololu,38.4920824935134,,2.0,99.88750125277,37,1.076932,0.722222222222222,Image,97.8991802749629,,,"jhonololu

RT @Mozi_N: G.W. Bush, in all modesty,
claimed he would "retire nearly
$1 trillion in debt over the next
four years. Did he! No, he added
6Tr. #My2K",4649,,7365.4609375,4436.99853515625
MartiniGirl007,MartiniGirl007,0,0.000428,0,http://twitter.com/MartiniGirl007,Open Twitter Page for This Person,"figuring out how far left can I lean without spilling my drink.
.
.
.
Loving life with @leourteaga & @fridainla",0.000112,17,345,135,631,http://a0.twimg.com/profile_images/1300511015/pink_ellie_normal.jpg,1,5/15/2009 12:02:28 AM,MartiniGirl007,4.75755837908264,"Bitch, I'm from L.A.",2.0,99.9887250698767,2,0.30617,0,Image,20.6090492480475,Pacific Time (US & Canada),-28800,"MartiniGirl007

RT @Mozi_N: Republican God Ronald
Reagan Tripled the Nation Debt,
Increased Govt Spending by 8.7%,
&amp; Raised the Debt Ceiling 18
Times. #p2 #tcot #My2K",1420,,6601.41162109375,9229.3857421875
billdad54,billdad54,13.438039,0.000483,0.301282051282051,http://twitter.com/billdad54,Open Twitter Page for This Person,"Social injustice; Human rights; Economic equality; Middle-class; Labled a Progressive, I believe we are all more Centrist than our divisions would suggest.",0.001698,62,154,133,451,http://a0.twimg.com/profile_images/2603624222/z2nle5tghr6k55gnknrt_normal.jpeg,14,9/2/2010 5:47:38 PM,billdad54,4.70189084754067,Washington State,2.0,99.9888921058785,14,0.51248,1,Image,20.4815077777061,,,"billdad54

RT @Mozi_N: Under Reagan, federal
employment increased by 200,000.
Under Obama, federal employment
increased by 38,000. #My2K #P2
#tcot #fb",1192,,6386.8974609375,5842.73291015625
thedigger666,thedigger666,1.439549,0.000478,0.455555555555556,http://twitter.com/thedigger666,Open Twitter Page for This Person,"Keen photographer, hedonist, gastronaut, m2m massage devotee, experienced paramour & feline fanatic.",0.001627,35,417,158,525,http://a0.twimg.com/profile_images/2705851011/b58a133eccb215d53db369fbfa062d58_normal.jpeg,10,10/11/2012 12:14:17 PM,thedigger666,5.39773499181524,London,2.0,99.9868041558557,10,0.426173,0.8,Image,22.0757761569741,Casablanca,0,"thedigger666

RT @Mozi_N: Under Reagan, federal
employment increased by 200,000.
Under Obama, federal employment
increased by 38,000. #My2K #P2
#tcot #fb",2895,http://digger666.com,6798.90771484375,4233.6005859375
chompie97,chompie97,1248.88931,0.000607,0.248245614035088,http://twitter.com/chompie97,Open Twitter Page for This Person,"Proud Liberal. Seeking a world of justice, fairness & decency. Love the word why, learning, politics, art, music, poppies, ANIMALS, & laughing",0.008165,2142,5498,5120,131,http://a0.twimg.com/profile_images/1238160929/mypictr_Twitter_normal.jpg,71,4/2/2010 3:47:00 AM,chompie97,143.50888074743,California,2.0,99.5723878353248,53,2.118892,0.605263157894737,Image,338.506164074098,Pacific Time (US & Canada),-28800,"chompie97

RT @NHLABOR_NEWS: Mark is a hero
to everyone. #wiunion “@Mozi_N:
ALEC is working to eliminate public
education (AB110) http://t.co/a9d0RCJh
#OWS #FB #My2K”",73348,,7831.97607421875,5139.91845703125
LibertasLogos,LibertasLogos,359.240281,0.000609,0.184782608695652,http://twitter.com/LibertasLogos,Open Twitter Page for This Person,Free Speech...Free Markets...Free Minds...Frees People. #right #ocra RT ≠ Endorsement #teaparty   #rnc  #gop #tcot #tlot  #IAmAndrewBreitbart #homocon,7.3E-05,17,5375,5144,242,http://a0.twimg.com/profile_images/2381188287/drcdlejdy228qnr5ozyq_normal.jpeg,17,4/30/2009 6:30:19 AM,LibertasLogos,144.176891125934,USA - Wherever DUTY calls.,1.0,99.5703834033029,14,1.087201,0.208333333333333,Image,340.036661718195,Eastern Time (US & Canada),-18000,"LibertasLogos

White House online ‘#My2K’ campaign
fails as US workers’ payroll taxes
increase: Obama in November: 'Tell
member... http://t.co/k2wHujtT",109133,http://www.cato.org/,3582.92749023438,4343.6748046875
Rabbit4Carrots,Rabbit4Carrots,267.974876,0.00061,0.25,http://twitter.com/Rabbit4Carrots,Open Twitter Page for This Person,"Carrots, carrot cake. Interested in current events, conservative politics, and carrots",0.00026,0,520,494,264,http://a0.twimg.com/profile_images/2987896889/c136b75ba5ee32e3308eaebe76c40b70_normal.jpeg,3,11/28/2011 5:17:26 PM,Rabbit4Carrots,14.7498802908654,,1.0,99.9587421075489,5,0.371002,0.5,Image,43.5027431743368,Central Time (US & Canada),-21600,"Rabbit4Carrots

White House online ‘#My2K’ campaign
fails as US workers’ payroll taxes
increase http://t.co/AyKK6CA1 #tcot
#p2",14275,,3967.0361328125,7408.25341796875
washdcnews,washdcnews,735.540272,0.000565,0.0666666666666667,http://twitter.com/washdcnews,Open Twitter Page for This Person,Washington D.C. News ▪ 1299 Pennsylvania Ave NW ▪ Washington DC ▪ 20004 ▪ #dmv ▪ #washingtondc ▪ #dcnews ▪ #beltway ▪ #wsh ▪ #capitolhill ▪ #thedistrict ▪ #dc ▪,0.000108,309,1485,32836,186,http://a0.twimg.com/profile_images/1251201884/capitol_normal.jpg,7,7/23/2009 3:46:16 PM,washdcnews,914.949532855982,"Washington, D.C.",1.0,97.2576029220165,1,0.436762,0,Image,1000,Eastern Time (US & Canada),-18000,"washdcnews

White House online ‘#My2K’ campaign
fails as US workers’ payroll taxes
increase http://t.co/2iYsqfdL",135344,,3702.15795898438,2339.30419921875
NewRightMedia,NewRightMedia,398.37336,0.000586,0.242424242424242,http://twitter.com/NewRightMedia,Open Twitter Page for This Person,The Right Angle at the Right Time in the Right Way for the Right Reason.Facebook link below.FollowsBack.,0.000104,57,6815,6706,229,http://a0.twimg.com/profile_images/2375071714/j0bs272ssmdckfocsrts_normal.jpeg,11,4/27/2010 9:06:49 AM,NewRightMedia,187.653233260209,San Diego California America,1.0,99.4399282858765,9,0.593892,0.5,Image,439.646550054864,Central Time (US & Canada),-21600,"NewRightMedia

White House online ‘#My2K’ campaign
fails as US workers’ payroll taxes
increase http://t.co/Ad6tCPsC Daily
Caller #News",32160,http://www.facebook.com/pages/New-Right-Media/232094306864217,1721.08520507813,6594.36572265625
TwitmoCat,TwitmoCat,52.338309,0.000549,0.506493506493506,http://twitter.com/TwitmoCat,Open Twitter Page for This Person,"I'm in Twitmo. Talk to my alter-ego. Politics, science, history, film literature, cats. Just your average geek.",0.003347,42,286,222,384,http://a0.twimg.com/profile_images/2597568320/ICHC_Rt2RemainStupid_normal.jpg,19,9/10/2012 11:23:50 PM,TwitmoCat,7.17909600115812,,2.0,99.9814590037973,23,0.721571,0.818181818181818,Image,26.1571032079003,,,"TwitmoCat

RT @Mozi_N: G. W. Bush brought
it back full strength, with V.P.
Cheney saying "Reagan proved deficits
don't matter." #My2K #P2 #tcot
#fb",1658,,6797.384765625,6793.9765625
PatHeibBrock,PatHeibBrock,17.908527,0.000528,0.378787878787879,http://twitter.com/PatHeibBrock,Open Twitter Page for This Person,"Retired English/Journalism teacher; loves dogs, books, gardening, and classic rock. Wonders what happened to reporting facts.",0.001618,59,282,224,435,http://a0.twimg.com/profile_images/2471679319/image_normal.jpg,11,2/13/2012 1:42:35 AM,PatHeibBrock,7.23476353270008,Somewhere in the Midwest,2.0,99.9812919677955,7,0.481918,0.333333333333333,Image,26.2846446782418,,,"PatHeibBrock

RT @Mozi_N: Ezra Klein Slams Boehner
for Pretending They Can Still Repeal
Obamacare http://t.co/4iAoRfxH
#GOPMedicareKillers #p2 #fb #OWS
#My2K",11868,,6641.67919921875,7326.1845703125
BreakingNewz,BreakingNewz,20.234117,0.000508,0.166666666666667,http://twitter.com/BreakingNewz,Open Twitter Page for This Person,Provided via @AlinskyDefeater,2.6E-05,0,0,2516,424,http://a0.twimg.com/profile_images/1091810673/rss_withshadow_normal.png,13,7/20/2010 9:05:14 PM,BreakingNewz,71.029754679792,,1.0,99.7898687097026,1,0.608468,0,Image,172.447169689537,,,"BreakingNewz

The Daily Caller- White House online
‘#My2K’ campaign fails as US workers’
payroll taxes increase: Obama in
Nove... http://t.co/fOAyEOc4",218388,,3432.193359375,2934.39672851563
InObamaLand,InObamaLand,2.323672,0.000526,0.35,http://twitter.com/InObamaLand,Open Twitter Page for This Person,Mm mm mm Barack Hussein Obama. I love Obama. He filled my gas tank and paid my mortgage!,1.8E-05,0,287,652,511,http://a0.twimg.com/profile_images/1162253915/obama-asleep_normal.jpg,3,12/30/2009 4:01:08 AM,InObamaLand,19.1476152826806,,1.0,99.9455462634046,5,0.378814,0.2,Image,53.5785193313109,Pacific Time (US & Canada),-28800,"InObamaLand

White House online ‘#My2K’ campaign
fails as US workers’ payroll taxes
increase http://t.co/mv2zUCPv #tcot
#tlot",38417,,3076.78173828125,2269.64526367188
USAGOP,USAGOP,0,0.000518,0.5,http://twitter.com/USAGOP,Open Twitter Page for This Person,"Proud American since 2006, Husband, Father, Healthcare Executive, Politics, Conservative, and Christian. Not associated with actual GOP.",1.8E-05,0,513,497,632,http://a0.twimg.com/profile_images/1740455168/Republican_Logo-thumb-200x174_normal.jpg,2,1/8/2009 3:15:54 AM,USAGOP,14.8333815881783,Pennsylvania / Tennessee,1.0,99.9584915535462,2,0.321501,0,Image,43.694055379849,Central Time (US & Canada),-21600,"USAGOP

White House online ‘#My2K’ campaign
fails as US workers’ payroll taxes
increase: Obama in November: 'Tell
member... http://t.co/CzJwhsyB",24718,,4021.75830078125,7452.93798828125
DemocracyMotion,DemocracyMotion,0,0.000508,0,http://twitter.com/DemocracyMotion,Open Twitter Page for This Person,The TRUTH is out there....news headlines from the right side.,1.6E-05,1,46,217,633,http://a0.twimg.com/profile_images/2281992221/dim_normal.jpg,1,6/5/2012 10:23:27 PM,DemocracyMotion,7.0399271723032,,1.0,99.9818765938019,2,0.33731,0,Image,25.8382495320467,,,"DemocracyMotion

White House online ‘#My2K’ campaign
fails as US workers’ payroll taxes
increase http://t.co/AcENjFZ7",60303,http://democracyinmotion.net,4511.35302734375,6519.58935546875
bad_ass_chass,bad_ass_chass,0,0,0,http://twitter.com/bad_ass_chass,Open Twitter Page for This Person,"i model art,for booking info message me on facebook @ChassidyMilligan",0,0,90,15,574,http://a0.twimg.com/profile_images/3076528706/0865e51b28e75b51a5c3dfb0d45602f8_normal.jpeg,1,1/14/2010 1:18:06 AM,bad_ass_chass,1.41750648656474,,3.0,99.9987472299863,1,0.999999,Not Applicable,Image,12.9565610275608,Eastern Time (US & Canada),-18000,"bad_ass_chass

RT @UncleRUSH: Dear @SpeakerBoehner
- I am willing to pay more taxes.
Don't punish the middle class and
the poor. PLEASE RETWEET #My2K",4,,5764.4599609375,1626.47485351563
Jenevalynne,Jenevalynne,366.724771,0.000609,0.141666666666667,http://twitter.com/Jenevalynne,Open Twitter Page for This Person,"BornAgain ArmyMom,WXSpotter,Constitution,Not PC,RT not nec endorsement, #OCRA founding member, Editor #OCRA Observer: http://paper.li/Jenevalynne/1334637499#",9.6E-05,10437,4624,4231,239,http://a0.twimg.com/profile_images/2833856920/4be779d86e17dddc333cea86aedc3c4a_normal.png,15,6/20/2009 11:07:30 PM,Jenevalynne,118.764662977027,USA-WI,1.0,99.6466353381365,19,1.077607,0.28,Image,281.813980507326,Central Time (US & Canada),-21600,"Jenevalynne

what was that hashtag again....my2k
or something like that.....?",76975,,3437.18725585938,5836.412109375
corbantax,corbantax,0,0,0,http://twitter.com/corbantax,Open Twitter Page for This Person,Corban Consulting provides professional accounting & tax services in the greater NY area.,0,2,140,263,575,http://a0.twimg.com/profile_images/361338208/taxplans_normal.jpg,1,8/13/2009 10:54:19 PM,corbantax,8.3202803977684,"NY, NJ, PA",3.0,99.9780347657598,1,0.999999,Not Applicable,Image,28.7717033499,Eastern Time (US & Canada),-18000,"corbantax

Accounting: White House online
'#My2K' campaign fails as US workers'
payroll taxes increase - D... http://t.co/HAA2NHjQ
#accountants #ny",4881,http://corbanconsulting.net,5764.4599609375,884.191040039063
wbconservative,wbconservative,6448.446054,0.000637,0.0726950354609929,http://twitter.com/wbconservative,Open Twitter Page for This Person,"Wayne Bradley is the host of Conservative is Cool Online Conservative Talk, an honest look at politics and culture.",0.000186,2,18737,23449,25,http://a0.twimg.com/profile_images/2646492617/116cde3722e34954a55d8d8c52090fd1_normal.jpeg,47,6/29/2009 4:57:57 AM,wbconservative,653.673973563769,"ÜT: 42.493008,-83.34092",1.0,98.041586396588,9,2.32655,0.125,Image,1000,Eastern Time (US & Canada),-18000,"wbconservative

White House online ‘#My2K’ campaign
fails as US workers’ payroll taxes
increase http://t.co/Q9We3cl7",45071,http://conservativeiscool.com,3141.90795898438,3467.38012695313
aptucker,aptucker,10.653943,0.000544,0.25,http://twitter.com/aptucker,Open Twitter Page for This Person,"If you want credibility - be honest, transparent, and hold firm to your convictions. Never back down to ignorance and never give in to political panderers.",2.4E-05,90,429,127,463,http://a0.twimg.com/profile_images/3072272269/4437068a5e66f5fabee6cca3cb2516ec_normal.jpeg,1,12/20/2008 2:04:50 PM,aptucker,4.53488825291478,,1.0,99.989393213884,4,0.316477,0.25,Image,20.0988833666817,Central Time (US & Canada),-21600,"aptucker

RT @wbconservative: White House
online ‘#My2K’ campaign fails as
US workers’ payroll taxes increase
http://t.co/Q9We3cl7",962,,4152.31005859375,5615.01318359375
mjbanks,mjbanks,29.892226,0.000556,0.233333333333333,http://twitter.com/mjbanks,Open Twitter Page for This Person,"If you know me, you don't. If you don't know me, you actually do. #Writer, #tech #student | #SACB Subversive Activities Control Board",3E-05,12041,483,598,402,http://a0.twimg.com/profile_images/1421302355/mjb2010_normal.jpg,2,1/30/2008 12:50:13 PM,mjbanks,17.6445919310475,"Hoosier, Dyers Eve, 4th Estate",1.0,99.9500562354539,4,0.384312,0,Image,50.1348996320919,Central Time (US & Canada),-21600,"mjbanks

RT @wbconservative: White House
online ‘#My2K’ campaign fails as
US workers’ payroll taxes increase
http://t.co/Q9We3cl7",52340,http://mjbanks.blogspot.com,4008.59130859375,3997.87744140625
preciseBlogs,preciseBlogs,21.638968,0.000533,0.0833333333333333,http://twitter.com/preciseBlogs,Open Twitter Page for This Person,preciseBlogs - Breaking News Colorful Commentary Every Few Minutes (24/7) featuring the Latest from the Right Side of the Blogosphere,2.1E-05,1,268,421,421,http://a0.twimg.com/profile_images/1289516706/pblogstwitter_normal.jpg,4,3/27/2011 10:20:38 PM,preciseBlogs,12.7180153895836,USA,1.0,99.9648389216156,2,0.363524,0,Image,38.8474795068741,,,"preciseBlogs

White House online '#My2K' campaign
fails as #US workers' payroll taxes
increase http://t.co/wHwIjlAz #news
#conservative",78384,http://www.preciseNews.us/pt/blogs/,3611.60864257813,7554.8837890625
DailyBaller,DailyBaller,1503.619579,0.000645,0.188888888888889,http://twitter.com/DailyBaller,Open Twitter Page for This Person,Being awesome since late-2009.,0.000265,0,1004,1000,109,http://a0.twimg.com/profile_images/1567157899/Tucker_normal.png,6,9/30/2011 10:23:08 PM,DailyBaller,28.8337657709825,Park Bench in Farragut Square,1.0,99.9164819990869,10,0.599688,0.6,Image,75.7707351707223,,,"DailyBaller

White House online ‘#My2K’ campaign
fails as US workers’ payroll taxes
increase http://t.co/XWhHukeC (via
@ejfores)",14029,http://thedc.com/ppnmTM,4020.46264648438,5851.4658203125
